GENE,HUVECs_2,HUVECs_3,HUVECs_4,HDLECs_1,HDLECs_2,HDLECs_3
MCM10,950,901,680,553,297,265
UCMA,0,0,0,2,0,0
PHYH,493,586,472,573,420,567
SEPHS1,3554,3699,3699,3063,2931,3071
LOC105376419,0,0,0,0,0,0
LOC105376420,0,0,0,0,0,0
BEND7,1555,1344,1621,824,499,759
BEND7-DT,1,0,0,0,0,1
LOC105376422,0,0,0,0,0,0
PRPF18,4149,3192,3317,3058,2018,1843
FRMD4A,11434,8129,8247,7597,3329,3284
LOC105376426,102,42,25,35,5,8
LOC105376425,31,11,1,16,7,3
LOC101928453,2,1,0,4,8,3
MIR4293,0,0,0,0,0,0
MIR1265,0,0,0,0,0,0
FAM107B,12382,12754,12636,7002,7925,8564
LOC105376429,0,0,0,0,0,0
LOC105376428,0,0,0,0,0,0
CDNF,24,41,38,53,41,49
HSPA14,484,546,518,495,308,319
LOC100421372,1325,1348,1501,1327,1166,1128
SUV39H2,1018,1070,994,922,673,610
DCLRE1C,1005,929,871,870,800,754
MEIG1,6,5,11,16,16,6
ACBD7-DCLRE1CP1,0,0,0,0,0,0
DCLRE1CP1,0,0,0,0,0,0
OLAH,4,1,1,8,4,2
ACBD7,78,135,124,59,39,16
RPP38-DT,36,35,24,33,20,21
RPP38,548,534,572,436,399,416
LOC105376431,18,4,6,18,7,6
NMT2,3425,2237,3700,4748,2784,2136
LOC107984210,429,262,429,477,295,231
PPIAP30,13,2,2,1,3,1
LOC105376434,1,1,0,4,0,0
LOC107984211,4,5,4,2,2,0
FAM171A1,7048,6266,7238,6614,8529,9367
LOC105376433,10,6,3,1,0,4
ITGA8,16,31,31,170,594,1292
MINDY3,1391,1328,1355,2096,1718,1761
LINC02654,0,0,0,0,0,0
PTER,145,256,189,903,837,814
C1QL3,10,16,14,107,8,49
LOC101928701,0,0,0,0,2,0
RSU1,6553,6386,7120,9975,9741,10969
LOC105376435,0,0,0,0,0,1
CUBN,933,849,1386,2630,3430,2015
TRDMT1,757,649,630,637,531,495
VIM-AS1,175930,196214,174218,187198,204967,191337
VIM,399791,443565,425402,442352,479578,439798
ST8SIA6,187,682,284,32,59,30
ST8SIA6-AS1,1,1,2,0,0,0
LOC105376436,0,7,1,1,0,0
LOC105376437,0,0,0,0,0,0
HACD1,277,360,277,628,405,410
STAM-DT,14,12,7,4,9,2
STAM,1800,1570,1681,2005,1662,1551
TMEM236,14,7,9,314,133,58
LOC107984212,2,0,0,2,0,0
MRC1,3,6,3,13644,31961,43178
MIR511,0,0,0,1,2,0
SLC39A12,0,0,0,1,0,0
SLC39A12-AS1,0,0,0,0,0,1
CACNB2,49,41,23,33,30,32
LOC107984213,0,0,0,0,0,0
NSUN6,237,208,203,201,228,212
ARL5B,4475,4407,5289,3606,2991,3510
LOC105376440,0,0,0,0,0,0
LOC107984180,0,0,0,0,0,0
MALRD1,0,0,0,0,0,0
LOC105376441,0,0,0,0,0,0
LOC102724082,0,0,0,0,0,0
LOC101928834,0,0,0,0,0,0
PLXDC2,0,8,4,90,1262,1538
MIR4675,0,0,0,0,0,0
LOC105376442,0,0,0,0,0,0
NEBL,142,150,206,979,300,313
LOC102725112,0,0,0,0,0,0
NEBL-AS1,0,0,0,5,0,5
LINC02643,7,9,6,12,5,3
LOC105376445,0,0,0,0,0,0
MIR1915HG,300,313,306,530,982,1386
MIR1915,1,1,1,3,1,7
SKIDA1,92,97,73,252,527,632
MLLT10,2001,2251,2036,2154,2009,2254
LOC107984214,5,4,2,3,1,2
DNAJC1,926,1097,938,1058,817,988
EBLN1,0,0,0,0,0,0
TRN-GTT2-3,2,0,0,0,0,1
LOC105376447,35,38,28,40,7,11
LOC100130992,46,53,45,61,16,8
COMMD3-BMI1,0,0,0,0,0,0
COMMD3,281,311,375,370,293,262
BMI1,156,113,122,142,118,110
SPAG6,0,1,0,0,0,0
LOC105376448,0,0,0,0,0,0
LOC100499489,163,166,193,121,121,126
LOC105376449,0,0,0,0,0,0
LOC105376450,0,0,0,0,0,0
PIP4K2A,3612,3270,3546,3909,4430,4292
LOC105376451,0,0,0,0,0,0
ARMC3,0,1,0,0,0,0
LOC107984215,1,0,0,1,2,2
MSRB2,449,539,514,895,887,908
PTF1A,0,0,0,0,0,0
C10orf67,1,0,0,0,0,0
C10orf67-AS1,0,0,0,0,0,0
OTUD1,480,527,613,645,733,964
LOC105376454,0,0,0,0,0,0
KIAA1217,503,507,297,3165,3003,4761
MIR603,0,0,0,0,0,0
LOC105376455,1,0,0,0,0,1
ARHGAP21,7721,7976,8405,11499,14548,14554
LOC105376456,0,0,0,0,0,0
PRTFDC1,821,1188,1031,684,548,732
THNSL1,472,576,444,403,520,412
ENKUR,11,19,17,39,29,60
LINC01516,2,0,0,0,0,0
GPR158-AS1,4,0,0,0,0,0
GPR158,4,2,0,0,2,0
LINC00836,0,0,0,0,0,0
LOC105376460,0,0,0,0,0,0
LOC101929073,0,0,0,0,0,0
MYO3A,0,0,0,0,0,0
GAD2,0,0,0,0,0,0
LOC107984176,0,0,0,0,0,0
APBB1IP,0,0,0,0,2,0
LOC101929117,0,0,0,0,0,0
FAM238A,0,0,0,0,0,0
LOC102724202,0,0,0,0,0,0
LOC105376461,0,0,0,0,0,0
FAM238B,0,0,0,0,0,0
SELENOOLP,0,2,0,0,0,0
PDSS1,578,589,505,466,354,316
ABI1,4166,4317,4444,4549,4362,4555
FAM238C,1,1,0,1,0,0
ANKRD26,1208,1235,1259,1066,1054,1044
YME1L1,10628,11112,11585,12171,11141,10248
MASTL,1088,1063,855,997,844,711
ACBD5,2045,1984,2141,2143,1959,1937
LRRC37A6P,41,24,25,5,6,8
ODAD2P1,1,0,0,0,0,0
LOC102724245,0,0,0,0,0,0
LINC02673,0,0,0,0,0,0
PTCHD3,0,0,0,0,0,0
RAB18,4560,4518,4946,5686,4661,4746
LINC02680,32,29,40,22,16,16
MKX,0,0,0,0,1,0
MKX-AS1,0,0,0,0,0,0
ODAD2,305,176,247,80,74,36
LOC112268060,27,13,18,6,3,5
MPP7,71,216,74,145,1517,1305
SNORD130,0,0,0,0,0,0
MIR8086,0,0,0,0,0,0
MPP7-DT,0,1,0,0,0,1
LOC105376467,0,0,0,1,0,0
LINC02652,0,0,0,0,0,1
LOC107984216,0,0,0,0,0,0
WAC-AS1,676,563,510,632,732,613
WAC,8287,8073,8186,7816,7926,8014
BAMBI,292,440,337,71,110,110
LOC105376470,0,0,0,0,0,0
LOC107984170,0,0,0,0,0,0
LINC01517,0,0,0,0,0,0
LINC00837,0,0,0,0,0,0
C10orf126,0,0,0,0,0,0
LOC107984174,0,0,0,0,0,0
LOC107984171,0,0,0,0,0,0
LOC105376471,2,3,1,0,0,0
LOC105376472,0,0,0,0,0,0
LYZL1,0,0,0,0,0,1
LOC107984217,1,1,1,0,0,2
LOC105376473,2,3,1,0,1,3
LOC105376474,0,1,0,1,0,1
SVIL-AS1,4372,4586,4241,4063,5148,5259
SVIL,11916,12227,11012,9360,16513,17780
MIR604,8,3,3,0,4,2
MIR938,0,2,0,0,0,0
LOC105376475,7,5,2,9,13,18
LOC105376476,1,3,1,4,2,5
LOC102724333,0,0,0,0,0,0
LOC107984172,0,0,0,0,0,0
LOC107984173,1,0,0,1,0,0
LOC107984218,0,0,0,0,0,0
JCAD,16643,15964,17302,23554,20508,25298
LOC101929256,106,73,45,96,88,98
LOC105376477,7,14,2,8,5,7
LOC101929279,0,5,1,2,0,1
MTPAP,1930,1926,1894,1875,1944,1937
GOLGA2P6,0,0,0,0,0,0
MIR7162,0,0,0,0,0,0
MAP3K8,157,180,166,41,83,51
LOC105376478,0,0,0,0,0,0
LOC105376479,0,0,0,0,0,0
LYZL2,0,0,0,0,0,0
SVIL2P,0,0,1,0,0,1
LINC02644,0,0,0,0,0,0
ZNF438,740,849,630,953,503,529
LOC105376481,7,8,4,7,3,2
LOC105376482,6,2,5,5,3,2
LOC105376483,13,17,9,18,5,8
LINC02664,2,1,0,1,0,0
ZEB1-AS1,416,428,413,308,273,349
ZEB1,7732,8189,7674,8649,5680,6908
LOC105376484,0,0,0,0,1,0
MACORIS,7,10,2,1,0,2
ARHGAP12,2145,2018,2156,1967,1981,1967
LOC107984219,1306,1196,1241,1025,926,869
LOC105376485,5,0,5,2,1,0
KIF5B,18137,17265,18536,15253,13089,12569
EPC1,1893,1823,1932,1569,1613,1987
EPC1-AS1,3,3,0,6,3,0
LOC101929431,9,7,6,2,2,7
CCDC7,167,196,231,207,186,274
LOC105376486,393,366,511,470,348,241
ITGB1,48471,48805,57685,60385,53022,48560
SNORA86,0,0,0,0,0,0
ITGB1-DT,36,40,21,51,29,20
IATPR,1,0,0,0,0,0
NRP1,33545,31355,35681,13310,6037,2500
LOC105376489,0,0,0,0,0,0
LINC02628,0,0,0,0,0,0
LINC00838,0,0,0,0,0,0
LINC02629,0,0,0,0,0,0
PARD3,1774,1906,1859,2062,2836,2712
PARD3-DT,0,2,0,0,1,0
LINC02635,0,0,0,0,0,0
CUL2,3623,3904,3749,4258,3450,3015
MIR3611,2,1,0,0,0,0
CREM,782,994,883,1491,1301,1351
LINC02634,0,0,1,0,0,0
CCNY,8572,8231,8659,8033,7702,7293
LOC107984220,2,2,6,7,1,6
LOC107984221,6,6,5,1,2,5
GJD4,2,1,2,1,0,8
FZD8,2560,2715,3338,2261,3490,4891
MIR4683,0,0,0,0,0,0
LOC105376494,8,13,8,2,10,10
LOC107984188,0,0,0,0,0,0
PCAT5,0,0,0,0,4,0
LINC02630,0,0,0,0,3,0
LOC107984222,1,0,0,2,5,2
LOC105376496,0,0,0,0,0,0
ANKRD30A,0,0,0,0,0,0
LOC101929498,0,0,0,0,0,0
LINC00993,0,0,0,0,0,0
LOC107984175,0,0,0,0,0,0
LOC107984223,0,0,0,0,0,0
LOC105376497,0,0,0,0,0,0
LOC102724533,0,0,0,0,0,0
LOC105376498,0,0,0,0,0,0
ZNF248,530,464,648,472,484,499
ZNF33BP1,0,0,0,0,0,1
LOC107984224,0,5,3,2,1,4
ZNF25,561,638,712,680,491,462
ZNF25-DT,0,0,0,0,0,0
ZNF33A,1632,1682,1979,2050,2170,2435
ZNF37A,1432,1439,1548,1529,1548,1314
LOC105376500,0,0,0,0,0,0
CCNYL4,1,0,1,0,0,0
HSD17B7P2,5,12,3,5,7,3
SEPTIN7P9,0,0,0,0,0,0
LOC101929540,12,8,11,14,22,13
LINC00999,0,0,0,0,0,0
LOC107984177,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0
LOC105378267,0,0,0,0,0,0
LOC101929373,0,0,0,0,0,0
LOC441666,87,8,59,93,51,72
CCNYL2,1,0,1,4,6,4
LINC00839,128,60,174,438,566,680
ZNF37BP,367,348,275,300,280,376
ZNF33B,1153,1517,1668,1667,1216,1707
LOC105378268,74,115,87,84,70,102
LINC01518,0,0,0,0,0,0
LINC02632,0,0,0,0,0,0
LOC283028,22,32,20,80,54,131
LOC105378269,3,3,4,4,15,22
BMS1,3099,3073,2917,3039,3046,3086
LINC02623,0,0,0,0,1,1
LINC01264,0,0,0,0,0,0
MIR5100,0,0,0,0,0,0
RET,5,0,1,328,510,1769
CSGALNACT2,1511,1544,1578,1680,1455,1392
RASGEF1A,51,58,41,17,16,8
LOC107984225,0,0,0,0,0,0
LOC105378271,0,0,0,0,0,0
LINC02633,0,0,0,0,0,0
LOC107984226,0,0,0,0,0,0
FXYD4,0,0,0,0,0,0
HNRNPF,11531,11693,10839,10797,8351,8766
SNORD3J,0,0,0,0,0,0
ZNF487,102,117,98,80,74,68
LOC105379857,4,3,7,4,2,4
ZNF239,77,71,53,40,16,11
ZNF485,115,117,110,86,60,63
ZNF32-AS3,0,0,0,0,0,1
ZNF32,836,1275,1023,817,712,733
ZNF32-AS1,242,332,250,243,165,175
ZNF32-AS2,169,273,245,136,156,185
LOC105378274,2,3,1,2,4,1
LINC02658,0,0,0,0,0,0
LOC105378275,0,0,0,0,0,0
HNRNPA3P1,0,0,0,0,0,0
LOC107984189,0,0,0,0,0,0
LINC00619,7,8,3,1,1,2
LINC00840,10,8,8,9,4,4
LINC02659,0,0,0,0,0,0
LINC00841,4,0,2,3,0,1
CXCL12,37,12,41,3724,554,1046
LINC02881,0,0,0,0,0,0
LOC107984179,0,0,0,0,0,0
TMEM72-AS1,3,2,2,2,1,1
TMEM72,6,1,2,0,0,2
RASSF4,747,655,579,829,1237,1997
LOC105378281,33,25,24,75,107,118
DEPP1,23691,23210,25334,11429,11929,15928
ZNF22-AS1,337,350,335,284,317,485
ZNF22,3226,3565,3775,2570,2070,2446
RSU1P2,9,1,1,0,0,0
ANKRD30BP3,31,8,7,2,3,0
MIR3156-1,0,0,0,0,0,0
LOC105378283,0,0,0,0,0,0
OR13A1,0,0,0,0,0,0
ALOX5,0,0,0,0,0,1
LOC102724323,0,0,0,0,0,0
MARCHF8,561,539,563,328,359,421
LOC105378286,160,175,156,91,93,102
ZFAND4,323,369,310,245,240,268
AGAP10P,1,0,0,2,2,0
WASHC2C,2085,2428,1726,2288,1592,1619
FAM25E,0,0,0,0,0,0
PARGP1-AGAP4,0,0,0,0,0,1
AGAP4,13,15,6,7,1,1
PARGP1,37,51,20,11,19,35
TIMM23,3177,3391,2324,3502,2727,2478
SNORA74C-1,5,0,1,1,0,1
NCOA4,19881,20676,16761,20714,20922,17244
LOC105378287,1,0,0,0,1,0
MSMB,2,1,2,2,2,0
AGAP7P,1,0,0,28,0,1
ANTXRLP1,0,0,0,0,0,0
LOC105378577,0,1,0,0,1,0
ANTXRL,0,0,0,0,2,0
AGAP14P,0,1,2,0,1,0
FAM25BP,0,0,0,0,0,0
ANXA8L1,0,0,0,0,0,0
LINC00842,1,1,0,0,0,0
HNRNPA1P33,0,0,0,0,0,0
LOC107987152,0,1,0,0,0,0
NPY4R,0,0,0,0,0,0
GPRIN2,0,0,0,0,0,0
SYT15,16,22,39,12,10,16
LOC101927699,13,14,18,3,4,3
LOC105378289,0,0,0,0,0,0
SHLD2P1,0,2,0,0,2,0
LINC02637,0,1,0,0,0,0
LOC101927584,0,0,0,0,0,0
FAM245B,0,0,0,0,0,0
GLUD1P2,12,13,7,4,2,8
BMS1P1,56,50,44,27,29,30
AGAP13P,7,4,5,7,0,2
FRMPD2B,0,0,1,0,1,0
PTPN20,1,1,3,9,1,3
LOC105378291,0,0,0,0,0,0
LOC101929216,0,0,0,0,0,0
GDF10,0,0,0,0,0,0
GDF2,0,0,0,0,0,0
RBP3,0,0,0,0,0,0
ZNF488,16,15,8,16,23,17
LOC107001062,0,0,0,0,0,0
LOC105378292,1,0,0,0,0,0
ANXA8,0,0,0,0,0,0
FAM25G,0,0,0,0,0,0
BMS1P2-AGAP9,2,8,10,5,3,8
AGAP9,3,0,0,0,0,0
LOC107987147,16,15,6,5,9,7
BMS1P2,11,7,4,7,1,5
CTSLP2,0,0,0,0,0,0
LINC02675,0,0,0,0,0,0
SHLD2P3,6,12,18,2,1,0
LOC102724603,0,3,1,0,0,0
LOC102724593,0,0,0,0,0,0
LOC102724488,0,0,0,0,2,1
NPY4R2,0,0,0,0,0,0
FAM25C,0,0,0,0,0,0
AGAP12P,0,0,0,0,0,0
FRMPD2,0,3,1,14,15,21
MAPK8,2169,2272,2507,1854,1750,1822
ARHGAP22,2092,1859,1428,1822,81,129
ARHGAP22-IT1,14,4,2,3,1,1
WDFY4,538,536,580,20,0,0
LOC105378299,0,0,0,0,0,0
LRRC18,0,0,0,0,0,0
LOC105378298,27,44,53,2,0,0
MIR4294,0,0,0,0,0,0
VSTM4,144,164,124,12,247,454
FAM170B-AS1,0,1,0,0,0,0
FAM170B,0,0,0,0,0,0
TMEM273,483,930,382,22,199,194
C10orf71-AS1,0,0,0,0,0,0
C10orf71,0,0,0,0,0,0
DRGX,0,0,0,0,0,0
ERCC6,2231,2576,3410,1849,2315,2134
PGBD3,2,5,3,1,1,3
CHAT,0,0,0,0,0,0
SLC18A3,0,0,0,0,0,0
C10orf53,0,0,0,0,0,0
OGDHL,33,13,41,35,26,27
PARG,1418,1448,1573,1309,1234,1254
TIMM23B-AGAP6,3,8,4,2,2,4
TIMM23B,141,105,121,109,79,80
SNORA74C-2,4,0,2,0,0,1
AGAP6,19,7,14,6,7,9
FAM21EP,19,20,43,18,49,49
WASHC2A,2573,2579,2937,2747,2873,2776
ASAH2,44,39,26,47,3,8
SGMS1,1588,1578,1664,5147,4974,3517
SGMS1-AS1,119,83,84,135,171,136
LOC105378302,7,11,4,0,5,0
ASAH2B,141,121,194,175,422,364
A1CF,1,0,0,0,0,0
PRKG1,193,160,333,42,164,177
LOC102724719,0,1,0,0,0,0
MIR605,0,0,0,0,0,0
CSTF2T,2332,2644,2615,1992,2508,2882
PRKG1-AS1,35,31,63,9,23,30
DKK1,2254,1919,1973,594,776,232
LNCAROD,0,1,0,0,0,0
LOC105378305,0,0,0,0,0,0
MBL2,0,0,0,0,0,0
LOC105378307,0,0,0,0,0,0
LOC105378306,0,0,0,0,0,0
LOC105378308,0,0,0,0,0,0
LINC02672,3,5,2,0,0,0
LOC105378310,0,0,0,0,0,0
PCDH15,9,13,4,1,0,0
LOC105378311,0,0,0,0,0,0
MIR548F1,0,0,0,0,0,0
ZWINT,1527,1701,1094,965,526,503
MIR3924,0,0,0,0,0,0
LOC105378313,0,0,0,0,0,0
LOC105378314,0,0,0,0,0,0
IPMK,1338,1202,1214,1692,1448,1627
CISD1,920,946,860,1081,1228,1393
LOC112268068,0,0,0,0,0,0
UBE2D1,1730,1767,1699,1631,1291,1415
TFAM,3235,3492,3626,3528,2680,2855
LOC105378316,0,1,0,0,0,0
BICC1,14,28,24,1,0,0
LOC107984234,1,0,0,0,0,0
FAM133CP,0,0,0,0,0,1
LINC00844,0,0,0,0,0,0
LOC102724768,0,0,0,0,0,0
CCEPR,0,0,0,0,0,0
PHYHIPL,7,2,2,70,28,11
FAM13C,16,3,4,174,57,20
LOC102724778,0,0,0,0,0,0
LOC107984235,0,0,0,0,0,0
LOC105378318,0,0,0,0,0,0
LOC105378319,0,0,0,0,0,0
SLC16A9,20,43,16,172,0,14
MRLN,0,0,0,0,0,0
CCDC6,7860,7775,7971,7412,7733,6542
LINC01553,0,0,0,0,0,0
ANK3,331,333,125,192,567,50
LOC107987153,3,2,1,1,2,1
LOC107984292,0,1,0,0,0,0
ANK3-DT,0,0,0,0,0,0
CDK1,2632,2558,2090,1979,921,728
RHOBTB1,3482,3348,3718,3540,2973,3055
LOC107984236,3,5,7,7,8,3
LINC00845,0,0,0,0,0,0
LOC105378323,0,0,0,0,0,0
TMEM26,24,29,32,0,2,4
TMEM26-AS1,9,4,7,0,1,1
CABCOCO1,78,92,103,1,6,3
LINC02625,0,0,2,2,3,2
ARID5B,892,879,1009,3332,4906,4093
RTKN2,264,268,171,4,0,6
LOC105378326,0,0,0,0,0,0
LINC02621,0,0,0,0,0,0
LOC283045,0,1,0,0,0,0
ZNF365,75,32,54,0,0,0
LOC105378327,0,0,0,0,0,0
ADO,2133,1990,2109,1486,1497,1749
EGR2,11,15,14,3,3,6
LOC107984012,0,0,0,0,0,0
LOC105378328,0,0,0,0,0,0
NRBF2,1210,1173,1318,1213,1005,1035
JMJD1C,7962,7966,9225,8125,8817,9884
MIR1296,1,0,1,3,0,0
LOC105378330,4,1,0,0,1,3
JMJD1C-AS1,94,87,70,113,117,143
REEP3,7499,6767,7536,8275,7769,7553
LOC105378329,6,3,8,5,3,2
LOC101929846,8,7,4,15,21,11
LOC107984238,1,2,1,8,5,2
LOC101928859,0,0,0,2,0,0
LOC105378333,0,0,0,0,0,0
LOC105378335,0,0,0,0,0,0
LOC107984239,0,0,0,0,0,0
LOC105378336,0,0,0,0,0,0
ANXA2P3,0,0,0,0,0,0
LINC02671,0,0,0,0,0,0
LOC102724863,0,0,0,0,0,0
LOC105378337,0,0,0,0,0,0
LINC01515,3,2,3,4,1,0
LOC105378338,0,1,1,0,1,0
LOC105378339,0,0,0,0,0,0
CTNNA3,3,2,13,0,4,0
LOC105378340,0,0,0,0,0,0
LOC101928961,0,0,0,0,0,0
LRRTM3,0,1,0,0,0,0
MIR7151,0,0,0,0,0,0
TRS-TGA1-1,0,0,0,0,0,0
DNAJC12,70,60,179,81,441,180
SIRT1,886,888,970,879,790,958
HERC4,3812,3527,4008,4336,3656,3203
POU5F1P5,8,6,1,4,1,0
MYPN,24,25,45,488,11,5
LOC107984240,2,0,0,1,0,0
ATOH7,4,0,0,1,0,1
LINC02640,1,0,0,0,1,1
PBLD,312,363,396,492,541,520
HNRNPH3,3242,3300,2853,3091,2197,2445
RUFY2,2023,2175,2108,2718,2183,2145
DNA2,571,611,456,462,262,268
SLC25A16,965,1048,979,1166,885,992
TET1,550,587,829,290,404,597
CCAR1,3633,3673,3841,3550,3233,3029
SNORD98,4,3,4,4,0,2
STOX1,17,11,17,21,13,5
DDX50,1993,2465,2309,2023,1594,1762
DDX21,10206,11018,9838,10994,6986,6467
KIFBP,2439,2361,2590,2769,2276,2068
LOC105378342,2,1,2,0,0,0
SRGN,19953,21809,20046,31449,12161,6368
VPS26A,4922,5375,5652,6587,5079,5071
SUPV3L1,1304,1339,1397,1290,1122,1036
LOC101928994,0,0,1,0,0,0
HKDC1,4,2,3,1,0,0
HK1,8428,7565,7897,9840,9977,8605
TACR2,38,28,29,37,20,38
TSPAN15,3468,2460,5065,3168,5299,2679
LOC105378345,10,1,4,6,6,0
NEUROG3,0,0,0,0,0,0
LOC101929021,0,0,0,0,0,0
FAM241B,2,2,2,57,50,31
LINC02651,0,0,0,0,0,0
COL13A1,1824,890,715,1227,290,184
LOC105378347,10,4,2,3,0,0
LOC107984242,52,27,15,17,2,2
LINC02636,0,0,0,0,0,0
MACROH2A2,3,3,8,2,1,2
AIFM2,286,370,253,449,145,120
TYSND1,605,590,489,430,417,432
SAR1A,7535,7612,8638,8215,7776,7604
PPA1,4280,6583,6279,6061,3665,2709
NPFFR1,0,0,0,0,0,0
LRRC20,827,929,794,589,361,390
EIF4EBP2,13292,13637,14110,12505,13461,13214
NODAL,3,3,9,2,2,3
PALD1,6198,5777,5519,12674,10676,12165
PRF1,6,3,2,5,2,3
ADAMTS14,5,0,0,3,8,6
TBATA,0,0,0,0,0,0
SGPL1,1740,1681,2011,1584,1481,1649
PCBD1,2958,3352,3184,3161,2722,2394
LINC02622,0,0,0,0,0,0
LOC105378350,0,0,0,0,0,0
LOC105378351,0,0,0,0,0,0
UNC5B,1831,1640,1246,4773,2665,5630
UNC5B-AS1,22,12,11,48,29,19
LOC107987148,8,3,1,8,4,4
LOC112268061,47,14,13,81,12,49
SLC29A3,491,604,583,511,563,642
LOC105378353,35,42,48,42,37,43
CDH23,13,14,2,2,8,5
LOC105378356,0,0,0,0,0,0
CDH23-AS1,0,0,0,0,0,0
LOC105378355,0,0,0,0,0,0
C10orf105,5,6,2,1,0,0
VSIR,1040,958,801,2071,1191,994
MIR7152,0,0,0,0,0,0
PSAP,73320,71778,79456,60868,64511,69782
CHST3,1236,1131,963,920,788,618
SPOCK2,186,143,204,256,337,764
ASCC1,1676,2078,2076,2162,2011,2081
ANAPC16,2622,3313,3118,3917,3498,3770
DDIT4,3761,4452,4101,4198,3474,5274
DNAJB12,2537,2624,2879,2328,2294,2605
MICU1,2578,2955,3056,2925,2632,2757
MCU,2323,2697,2642,3158,3717,3535
MIR4676,0,0,0,0,0,0
OIT3,4,5,5,5,4,3
PLA2G12B,0,2,0,0,2,7
P4HA1,2284,2451,2712,1956,2123,1780
NUDT13,142,132,105,69,106,112
SNORA11F,19,8,6,6,9,8
ECD,2506,2747,2774,2489,2399,2315
FAM149B1,2638,2653,2339,2633,2162,2082
LOC105378358,2,5,2,0,0,0
DNAJC9,2614,2602,2255,2170,1583,1470
DNAJC9-AS1,96,69,65,58,71,52
MRPS16,5323,5560,5500,5654,4810,4556
CFAP70,32,26,25,30,23,20
ANXA7,4291,4960,4784,6326,5398,5037
MSS51,34,28,23,14,18,16
PPP3CB,2001,2131,2119,2028,1701,1652
PPP3CB-AS1,184,225,185,317,318,305
USP54,736,672,703,1155,895,950
MYOZ1,0,1,0,1,1,1
SYNPO2L,7,1,1,0,1,2
SYNPO2L-AS1,1,0,0,0,0,2
BMS1P4-AGAP5,16,10,6,9,11,11
AGAP5,5,4,3,1,1,0
BMS1P4,14,5,5,6,2,6
GLUD1P3,97,89,89,79,86,94
SEC24C,8610,8082,8620,7973,8430,7336
FUT11,3846,3951,4357,2969,3431,4300
LOC107984243,19,18,11,15,8,10
CHCHD1,696,786,750,893,650,565
ZSWIM8,5603,4868,5397,5459,6345,6656
ZSWIM8-AS1,1546,1342,1492,1462,1754,1812
NDST2,1508,1444,1389,1192,1151,1171
CAMK2G,2204,2451,2250,2488,2462,2204
PLAU,2206,1607,1653,6394,148,325
C10orf55,738,538,545,2136,41,92
VCL,20433,19079,20803,13746,12760,10953
LOC107984244,12,3,6,4,2,2
AP3M1,5930,6028,6593,6248,5541,4805
ADK,1654,1650,1474,2212,887,684
LOC102723439,4,7,4,5,7,3
KAT6B,1,1,0,0,0,2
LOC101929165,0,0,0,0,0,0
SNORD172,0,0,0,0,0,0
DUSP29,0,0,0,0,0,0
DUSP13,0,0,0,0,0,1
SAMD8,2870,2722,3252,3930,3741,3539
VDAC2,4607,5297,5196,5337,4109,3617
COMTD1,243,292,258,292,230,270
ZNF503,395,706,419,299,536,819
ZNF503-AS1,0,0,0,0,0,2
ZNF503-AS2,33,65,57,64,69,155
LOC101929234,3,5,3,3,8,9
LOC107984293,20,46,37,41,43,33
LRMDA,289,406,315,499,543,567
MIR606,3,1,0,1,0,0
LOC105378367,14,5,3,2,10,4
LOC112268057,6,3,2,3,2,3
KCNMA1,169,167,165,2973,175,337
KCNMA1-AS1,0,0,0,5,0,1
KCNMA1-AS2,0,0,0,0,0,0
KCNMA1-AS3,1,0,0,1,0,0
LOC105378369,1,0,0,3,0,0
LOC105378372,2,0,0,0,0,2
DLG5,9,12,14,19,18,11
LOC101929347,0,0,0,0,0,0
DLG5-AS1,0,0,0,0,0,0
POLR3A,2603,2415,2413,2545,2083,1957
RPS24,19403,26019,23849,25105,21035,20860
LOC105378373,0,0,0,0,0,0
LOC105378374,3,0,1,0,0,0
LOC105378375,1,0,0,0,0,0
LINC00856,0,0,0,1,0,0
LINC00595,0,0,0,0,0,0
LOC107984245,28,28,14,13,0,2
LOC105378378,0,0,0,1,0,0
LOC107984246,0,0,0,0,0,0
LOC105378379,0,0,0,0,0,0
ZMIZ1-AS1,7,16,10,10,2,16
LOC112268062,3,0,4,2,3,2
ZMIZ1,7566,8133,7251,7939,14216,18889
LOC107984247,1179,1288,1081,1226,2367,3053
PPIF,1718,1881,1694,1657,1305,1402
ZCCHC24,1947,2853,2455,747,1490,1443
LOC105378383,2,3,0,3,5,3
LOC729815,0,0,0,0,0,0
EIF5AL1,57,69,71,24,17,17
SFTPA2,0,1,0,0,0,0
SFTPA1,0,0,0,0,0,0
LINC02679,1,2,2,0,1,1
LOC101929506,11,1,6,8,2,1
BEND3P3,158,175,144,236,102,148
NUTM2B-AS1,662,772,762,639,754,574
LOC107984248,9,5,8,4,0,1
NUTM2B,6,3,2,7,1,1
LOC642361,297,352,366,244,390,338
NUTM2E,14,14,24,7,17,22
BMS1P21,7,9,5,2,2,2
MBL1P,7,6,3,9,3,8
SFTPD,9,3,5,1,2,0
TMEM254-AS1,118,76,69,104,64,68
TMEM254,507,508,573,633,669,694
PLAC9,144,318,136,177,120,87
ANXA11,7930,8760,6950,8806,8407,7198
LINC00857,21,9,6,4,3,3
LOC100130698,0,0,0,0,0,0
MAT1A,0,0,0,0,0,0
DYDC1,0,0,0,0,0,0
DYDC2,0,0,0,0,0,0
